immunoglobulin_complex	entity
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006414
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006415
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006417
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006446
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006448
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006449
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006464
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006468
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006479
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006508
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006518
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006576
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006584
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006611
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006629
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006725
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006793
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006796
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006807
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006810
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006836
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006858
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006873
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006885
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006886
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006887
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006897
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006898
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006900
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006906
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006909
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006910
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006911
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006913
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006914
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006915
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006921
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006928
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006935
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006949
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006950
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006970
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006974
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006979
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006983
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006984
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006986
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006990
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006996
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006997
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0006998
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0007005
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0007006
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0007010
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0007015
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0007017
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0007018
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0007019
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0007020
