?cls	?xref
<http://purl.obolibrary.org/obo/CHEBI_15347>	"MetaCyc:ACETONE"
<http://purl.obolibrary.org/obo/CHEBI_15347>	"HMDB:HMDB0001659"
<http://purl.obolibrary.org/obo/CHEBI_15347>	"PDBeChem:ACN"
<http://purl.obolibrary.org/obo/CHEBI_15347>	"Wikipedia:Acetone"
<http://purl.obolibrary.org/obo/CHEBI_15347>	"KEGG:D02311"
<http://purl.obolibrary.org/obo/CHEBI_15347>	"PMID:17190852"
<http://purl.obolibrary.org/obo/CHEBI_15347>	"Gmelin:1466"
<http://purl.obolibrary.org/obo/CHEBI_15347>	"UM-BBD_compID:c0556"
<http://purl.obolibrary.org/obo/CHEBI_17972>	"KEGG:C03802"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"Wikipedia:Ketone_body"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:19159745"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:23396451"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:10634967"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:22259088"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:23082721"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:22268909"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:23557707"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:23148246"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:23466063"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:22879057"
<http://purl.obolibrary.org/obo/CHEBI_73693>	"PMID:22524563"
<http://purl.obolibrary.org/obo/CHEBI_43451>	"Gmelin:814"
<http://purl.obolibrary.org/obo/CHEBI_43451>	"KEGG:C05590"
<http://purl.obolibrary.org/obo/CHEBI_43451>	"CAS:10034-85-2"
<http://purl.obolibrary.org/obo/CHEBI_24061>	"WebElements:F"
<http://purl.obolibrary.org/obo/CHEBI_24061>	"CAS:7782-41-4"
<http://purl.obolibrary.org/obo/CHEBI_18310>	"KEGG:C01371"
<http://purl.obolibrary.org/obo/CHEBI_15318>	"PMID:24629268"
<http://purl.obolibrary.org/obo/CHEBI_15318>	"YMDB:YMDB00263"
<http://purl.obolibrary.org/obo/CHEBI_15318>	"ECMDB:ECMDB00292"
<http://purl.obolibrary.org/obo/CHEBI_15318>	"KNApSAcK:C00019660"
<http://purl.obolibrary.org/obo/CHEBI_15318>	"PMID:9007687"
<http://purl.obolibrary.org/obo/CHEBI_15318>	"PMID:1557408"
<http://purl.obolibrary.org/obo/CHEBI_35236>	"Gmelin:2352354"
<http://purl.obolibrary.org/obo/CHEBI_57887>	"Gmelin:533978"
<http://purl.obolibrary.org/obo/CHEBI_193111>	"MetaCyc:CPD-22706"
<http://purl.obolibrary.org/obo/CHEBI_39745>	"PDBeChem:2HP"
<http://purl.obolibrary.org/obo/CHEBI_39745>	"Gmelin:1999"
<http://purl.obolibrary.org/obo/CHEBI_39745>	"DrugBank:DB02831"
<http://purl.obolibrary.org/obo/CHEBI_138103>	"Wikipedia:Mineral_acid"
<http://purl.obolibrary.org/obo/CHEBI_32451>	"Gmelin:363237"
<http://purl.obolibrary.org/obo/CHEBI_31206>	"CAS:12125-02-9"
<http://purl.obolibrary.org/obo/CHEBI_31206>	"Wikipedia:Ammonium_Chloride"
<http://purl.obolibrary.org/obo/CHEBI_31206>	"Gmelin:10120"
<http://purl.obolibrary.org/obo/CHEBI_31206>	"KEGG:C12538"
<http://purl.obolibrary.org/obo/CHEBI_31206>	"KEGG:D01139"
<http://purl.obolibrary.org/obo/CHEBI_46883>	"PDBeChem:FMT"
<http://purl.obolibrary.org/obo/CHEBI_132717>	"Wikipedia:Bleach"
<http://purl.obolibrary.org/obo/CHEBI_15705>	"KEGG:C00151"
<http://purl.obolibrary.org/obo/CHEBI_50317>	"Gmelin:1425841"
<http://purl.obolibrary.org/obo/CHEBI_79314>	"Wikipedia:Flame_retardant"
<http://purl.obolibrary.org/obo/CHEBI_30488>	"Gmelin:307"
<http://purl.obolibrary.org/obo/CHEBI_30488>	"CAS:18155-21-0"
<http://purl.obolibrary.org/obo/CHEBI_64256>	"PMID:29973921"
<http://purl.obolibrary.org/obo/CHEBI_64256>	"CAS:66081-36-5"
<http://purl.obolibrary.org/obo/CHEBI_64256>	"Chemspider:27471426"
<http://purl.obolibrary.org/obo/CHEBI_64256>	"MetaCyc:CPD-19373"
<http://purl.obolibrary.org/obo/CHEBI_64256>	"PMID:33636028"
<http://purl.obolibrary.org/obo/CHEBI_64256>	"PMID:7061468"
<http://purl.obolibrary.org/obo/CHEBI_64256>	"PMID:30445836"
<http://purl.obolibrary.org/obo/CHEBI_64256>	"PMID:29844049"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:11746427"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"CAS:7664-41-7"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"HMDB:HMDB0000051"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16842901"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"MolBase:930"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22342082"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:17025297"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"Gmelin:79"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:15969015"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16008360"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:15554424"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16050680"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"KNApSAcK:C00007267"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22385337"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"KEGG:D02916"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:15092448"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:110589"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:17737668"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22002069"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16664306"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:15094021"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:14663195"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22290316"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"MetaCyc:AMMONIA"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22240068"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:17439666"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:18670398"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"Drug_Central:4625"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PDBeChem:NH3"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16614889"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22081570"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"Reaxys:3587154"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22100291"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"Beilstein:3587154"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:13753780"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:11139349"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16349403"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"Wikipedia:Ammonia"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22150211"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22088435"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16348008"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:11540049"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22560242"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"KEGG:C00014"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:17569513"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:11783653"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22130175"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22443779"
<http://purl.obolibrary.org/obo/CHEBI_35381>	"KEGG:C06698"
<http://purl.obolibrary.org/obo/CHEBI_35701>	"KEGG:C00287"
<http://purl.obolibrary.org/obo/CHEBI_35701>	"Wikipedia:Ester"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:33100196"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:24530796"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:28959419"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"Wikipedia:Colchicine"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:28832953"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"Drug_Central:726"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:32511763"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:32426001"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:28912485"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"MetaCyc:CPD-9785"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:32025680"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:30565859"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PDBeChem:LOC"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"LINCS:LSM-5199"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"KEGG:D00570"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"KEGG:C07592"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"Chemspider:5933"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:32837853"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"Beilstein:2228813"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:33166069"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"KNApSAcK:C00002327"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:17619668"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:32865380"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"CAS:64-86-8"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:18787557"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"PMID:16188942"
<http://purl.obolibrary.org/obo/CHEBI_27882>	"DrugBank:DB01394"
<http://purl.obolibrary.org/obo/CHEBI_33595>	"Wikipedia:Cyclic_compound"
<http://purl.obolibrary.org/obo/CHEBI_86993>	"Reaxys:25263171"
<http://purl.obolibrary.org/obo/CHEBI_13941>	"CAS:302-11-4"
<http://purl.obolibrary.org/obo/CHEBI_13941>	"Beilstein:3903503"
<http://purl.obolibrary.org/obo/CHEBI_13941>	"Gmelin:239604"
<http://purl.obolibrary.org/obo/CHEBI_26650>	"PMID:20709681"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"PMID:11327381"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"PMID:11758270"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"PPDB:458"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"CAS:16752-77-5"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"LINCS:LSM-24991"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"Reaxys:2042050"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"Beilstein:2042050"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"KEGG:C11196"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"Wikipedia:Methomyl"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"HMDB:HMDB0031804"
<http://purl.obolibrary.org/obo/CHEBI_6835>	"Pesticides:methomyl"
<http://purl.obolibrary.org/obo/CHEBI_30297>	"PMID:17419726"
<http://purl.obolibrary.org/obo/CHEBI_38534>	"Beilstein:1901214"
<http://purl.obolibrary.org/obo/CHEBI_38534>	"CAS:13749-94-5"
<http://purl.obolibrary.org/obo/CHEBI_63943>	"PMID:6148214"
<http://purl.obolibrary.org/obo/CHEBI_63943>	"CAS:70209-81-3"
<http://purl.obolibrary.org/obo/CHEBI_63943>	"PMID:6896121"
<http://purl.obolibrary.org/obo/CHEBI_63943>	"Reaxys:8183665"
<http://purl.obolibrary.org/obo/CHEBI_63943>	"PMID:6125361"
<http://purl.obolibrary.org/obo/CHEBI_63943>	"PMID:6895285"
<http://purl.obolibrary.org/obo/CHEBI_39418>	"PMID:15644336"
<http://purl.obolibrary.org/obo/CHEBI_176497>	"PMID:33144142"
<http://purl.obolibrary.org/obo/CHEBI_176497>	"Wikipedia:Geroprotector"
<http://purl.obolibrary.org/obo/CHEBI_176497>	"PMID:33973253"
<http://purl.obolibrary.org/obo/CHEBI_176497>	"PMID:34606237"
<http://purl.obolibrary.org/obo/CHEBI_176497>	"PMID:23372317"
<http://purl.obolibrary.org/obo/CHEBI_176497>	"PMID:28580190"
<http://purl.obolibrary.org/obo/CHEBI_176497>	"PMID:30885572"
<http://purl.obolibrary.org/obo/CHEBI_18291>	"KEGG:C00034"
<http://purl.obolibrary.org/obo/CHEBI_18291>	"CAS:7439-96-5"
<http://purl.obolibrary.org/obo/CHEBI_18291>	"WebElements:Mn"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"CAS:7647-01-0"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"Wikipedia:Hydrochloric_acid"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"HMDB:HMDB0002306"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"Wikipedia:HCl"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"PMID:15823700"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"KEGG:C01327"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"PMID:17492841"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"KEGG:D02057"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"Gmelin:322"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"MetaCyc:HCL"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"PMID:22804993"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"Reaxys:1098214"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"Drug_Central:4568"
<http://purl.obolibrary.org/obo/CHEBI_33281>	"PMID:22849268"
<http://purl.obolibrary.org/obo/CHEBI_33281>	"PMID:22849276"
<http://purl.obolibrary.org/obo/CHEBI_33281>	"PMID:22117953"
<http://purl.obolibrary.org/obo/CHEBI_33281>	"PMID:22958833"
<http://purl.obolibrary.org/obo/CHEBI_33281>	"PMID:22439833"
<http://purl.obolibrary.org/obo/CHEBI_33281>	"PMID:12964249"
<http://purl.obolibrary.org/obo/CHEBI_28659>	"WebElements:P"
<http://purl.obolibrary.org/obo/CHEBI_28659>	"KEGG:C06262"
<http://purl.obolibrary.org/obo/CHEBI_28659>	"Gmelin:16235"
<http://purl.obolibrary.org/obo/CHEBI_28659>	"CAS:7723-14-0"
<http://purl.obolibrary.org/obo/CHEBI_64577>	"Wikipedia:Flour_treatment_agent"
<http://purl.obolibrary.org/obo/CHEBI_33853>	"KEGG:C15584"
<http://purl.obolibrary.org/obo/CHEBI_33853>	"MetaCyc:Phenols"
<http://purl.obolibrary.org/obo/CHEBI_33853>	"Wikipedia:Phenols"
<http://purl.obolibrary.org/obo/CHEBI_23004>	"PMID:24168430"
<http://purl.obolibrary.org/obo/CHEBI_63332>	"Wikipedia:Alkaline_phosphatase"
<http://purl.obolibrary.org/obo/CHEBI_39832>	"Gmelin:163978"
<http://purl.obolibrary.org/obo/CHEBI_39832>	"Patent:KR20080019002"
<http://purl.obolibrary.org/obo/CHEBI_39832>	"Reaxys:1730785"
<http://purl.obolibrary.org/obo/CHEBI_39832>	"Wikipedia:Methoxyethane"
<http://purl.obolibrary.org/obo/CHEBI_39832>	"Beilstein:1730785"
<http://purl.obolibrary.org/obo/CHEBI_39832>	"PDBeChem:2ME"
<http://purl.obolibrary.org/obo/CHEBI_39832>	"PMID:12662033"
<http://purl.obolibrary.org/obo/CHEBI_39832>	"CAS:540-67-0"
<http://purl.obolibrary.org/obo/CHEBI_29537>	"KEGG:C11967"
<http://purl.obolibrary.org/obo/CHEBI_29537>	"CAS:65195-56-4"
<http://purl.obolibrary.org/obo/CHEBI_29537>	"Beilstein:8399072"
<http://purl.obolibrary.org/obo/CHEBI_29537>	"LIPID_MAPS_instance:LMPK04000020"
<http://purl.obolibrary.org/obo/CHEBI_29537>	"MetaCyc:CPD-12964"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"Beilstein:774694"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"PMID:24473816"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"KNApSAcK:C00001423"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"PMID:24316475"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"Reaxys:774694"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"Wikipedia:Muscimol"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"PMID:21751026"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"PMID:18599311"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"PMID:21427702"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"PMID:2181052"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"KEGG:C08311"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"CAS:2763-96-4"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"PMID:24259680"
<http://purl.obolibrary.org/obo/CHEBI_7035>	"PMID:22049436"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"Reaxys:1907918"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"PMID:17258277"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"Beilstein:1907918"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"PMID:24151025"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"KEGG:C19425"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"MetaCyc:CPD-15564"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"Wikipedia:Fluoranthene"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"Gmelin:262216"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"PMID:23943046"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"PMID:15278918"
<http://purl.obolibrary.org/obo/CHEBI_33083>	"CAS:206-44-0"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:23742231"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:17791569"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:24259373"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:23397538"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"Wikipedia:Methane"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:23376302"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:24132456"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:23756351"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"Patent:US2583090"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:24161402"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"KEGG:C01438"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:23718889"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:23739479"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"Beilstein:1718732"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"MetaCyc:CH4"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"Gmelin:59"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"Reaxys:1718732"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"UM-BBD_compID:c0095"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"HMDB:HMDB0002714"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"Patent:FR994032"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:23104415"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"PMID:23353606"
<http://purl.obolibrary.org/obo/CHEBI_16183>	"CAS:74-82-8"
<http://purl.obolibrary.org/obo/CHEBI_38366>	"LIPID_MAPS_instance:LMFA01030005"
<http://purl.obolibrary.org/obo/CHEBI_38366>	"Reaxys:1720312"
<http://purl.obolibrary.org/obo/CHEBI_38366>	"CAS:13991-37-2"
<http://purl.obolibrary.org/obo/CHEBI_61115>	"Wikipedia:Histone_deacetylase_inhibitor"
<http://purl.obolibrary.org/obo/CHEBI_35221>	"Wikipedia:Antimetabolite"
<http://purl.obolibrary.org/obo/CHEBI_63534>	"PMID:21993877"
<http://purl.obolibrary.org/obo/CHEBI_63534>	"PMID:22082101"
<http://purl.obolibrary.org/obo/CHEBI_63534>	"PMID:22342987"
<http://purl.obolibrary.org/obo/CHEBI_63534>	"PMID:21822758"
<http://purl.obolibrary.org/obo/CHEBI_63534>	"PMID:22153577"
<http://purl.obolibrary.org/obo/CHEBI_63534>	"PMID:22213370"
<http://purl.obolibrary.org/obo/CHEBI_63534>	"PMID:22371656"
<http://purl.obolibrary.org/obo/CHEBI_63534>	"PMID:22218931"
<http://purl.obolibrary.org/obo/CHEBI_63534>	"PMID:22005599"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22589423"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22448647"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:17942810"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"CAS:22083-74-5"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:11719700"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:15960296"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:16950410"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:7564279"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:11860617"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22218403"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"DrugBank:DB00184"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:7896575"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"Reaxys:82108"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:23108361"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22129149"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:9203638"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22930863"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"Beilstein:82111"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:20338106"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:7097594"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"Wikipedia:Nicotine"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:18311975"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:17498149"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22935730"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:19287496"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:9450943"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22855884"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:21822688"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:21636612"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:12700710"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:15961264"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22792725"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:7566693"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:21945235"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:19100331"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:8156919"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:18922921"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:19389046"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"KEGG:C16150"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:14715938"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:15458549"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:16496293"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:10751565"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22770225"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:9621392"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"Beilstein:82108"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22585541"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:22529223"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"HMDB:HMDB0014330"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:15894687"
<http://purl.obolibrary.org/obo/CHEBI_18723>	"PMID:18380035"
