?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/GO_2001141>	"Any process that modulates the frequency, rate or extent of RNA biosynthetic process."	
<http://purl.obolibrary.org/obo/CHEBI_38260>	"Any of a class of heterocyclic amines having a saturated five-membered ring."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001708>	"The directed movement of a protein from the nucleus into the cytoplasm is impaired."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002296>	"Animals exhibit variations in body posture caused by an increase in the distance between repeating units of a wave pattern compared to control animals. In C. elegans, characteristic sinusoidal body posture is sinusoidal."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001048>	"Animals exhibit variations in the chemosensory response to volatile organic compounds compared to control."	
<http://purl.obolibrary.org/obo/PATO_0000276>	"A reproductive quality inhering in the young of an animal by virtue of their number."	
<http://purl.obolibrary.org/obo/GO_0051100>	"Any process that stops or reduces the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."	
<http://purl.obolibrary.org/obo/PATO_0000460>	"A quality inhering in a bearer by virtue of the bearer's deviation from normal or average."	
<http://purl.obolibrary.org/obo/GO_0050849>	"Any process that stops, prevents, or reduces the frequency, rate or extent of calcium-mediated signaling."	
<http://purl.obolibrary.org/obo/GO_0099503>	"A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001539>	"Animals exhibit variations in the entry into the dauer stage when exposed to conditions that induce dauer formation in control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002434>	"Animals exhibit variations in their response to mitochondrial stress, compared to controls."	
<http://purl.obolibrary.org/obo/CHEBI_2571>	"An  alcohol derived from an aliphatic compound."	"KEGG:C02525"
<http://purl.obolibrary.org/obo/WBPhenotype_0000545>	"Eggs are retained in the uterus at a later stage when compared with control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000858>	"Variations in the progression of an interfacial epithelial cell which forms a lumen to receive the outflow of the excretory gland and excretory canal cells, over time from an initial condition to a later condition compared to control animals."	
<http://purl.obolibrary.org/obo/WBls_0000041>	"The stage that begins when a C.elegans individual is fully-developed and has reached maturity."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001765>	"Variations in the characteristic movement away from specific CO2 levels compared to control. C. elegans avoids high levels of CO2."	
<http://purl.obolibrary.org/obo/GO_0043277>	"The recognition and removal of an apoptotic cell by a neighboring cell or by a phagocyte."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000341>	"Animals respond to imipramine at a lower concentration or a shorter exposure compared to control animals."	
<http://purl.obolibrary.org/obo/PATO_0000616>	"A symmetry quality inhering in a bearer by virtue of the bearer's lacking symmetry."	
<http://purl.obolibrary.org/obo/GO_1905910>	"Any process that stops, prevents or reduces the frequency, rate or extent of dauer entry."	
<http://purl.obolibrary.org/obo/CHEBI_23849>	"Any terpenoid derived from a diterpene. The term includes compounds in which the C20 skeleton of the parent diterpene has been rearranged or modified by the removal of one or more skeletal atoms (generally methyl groups)."	"LIPID_MAPS_class:LMPR0104"
<http://purl.obolibrary.org/obo/WBPhenotype_0002006>	"Compared to controls, embryos exhibit variations in the part meiosis I in which homologous chromosomes separate and migrate away from each other."	
<http://purl.obolibrary.org/obo/CL_0000211>	"A cell whose function is determined by the generation or the reception of an electric signal."	"ZFA:0009128"
<http://purl.obolibrary.org/obo/WBPhenotype_0000575>	"Animals exhibit variations in a physical or chemical process required for organs or tissues to carry out their normal functions or for their ability to perceive and respond to stimuli compared to control."	
<http://purl.obolibrary.org/obo/PATO_0000169>	"An organismal quality inhering in a bearer or a population by virtue of the bearer's disposition to survive and develop normally or the number of surviving individuals in a given population."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000913>	"Any variation in the morphological appearance of the basal lamina compared to control animals."	
<http://purl.obolibrary.org/obo/GO_0009966>	"Any process that modulates the frequency, rate or extent of signal transduction."	
<http://purl.obolibrary.org/obo/PATO_0055004>	"A rate of occurrence that is relatively low."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002502>	"Animals exhibit an increase in the covalent addition of an acetyl group to one or more native amino acid side chains in proteins."	
<http://purl.obolibrary.org/obo/PATO_0002505>		
<http://purl.obolibrary.org/obo/WBPhenotype_0001304>	"The terminal portion of the intestine exhibits structural defects such as scarring or blockage."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002459>	"Animals exhibit hyperinduction of expression of an antimicrobial peptide after an infection, compared to control animals."	
<http://purl.obolibrary.org/obo/GO_0097708>	"Any vesicle that is part of the intracellular region."	
<http://purl.obolibrary.org/obo/CHEBI_52206>	"A biological role played by the molecular entity or part thereof within a biochemical context."	
<http://purl.obolibrary.org/obo/GO_0022404>	"A multicellular organismal process involved in the periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin."	
<http://purl.obolibrary.org/obo/WBbt_0004780>	"Postembryonic blast cell, excretory socket in embryo"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000134>	"Animals exhibit a decrease in the intensity of expression of a gene product compared to that observed in control animals."	
<http://purl.obolibrary.org/obo/GO_0051148>	"Any process that stops, prevents, or reduces the frequency, rate or extent of muscle cell differentiation."	
<http://purl.obolibrary.org/obo/PATO_0001707>	"A behavioral quality of a process inhering in a bearer by virtue of the bearer's exhibiting marked activity."	
<http://purl.obolibrary.org/obo/GO_0007143>	"A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the female germline."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002233>	"The swimming behavior of animals are influenced or modulate by the osmolarity of the swimming buffer. The swimming of wild-type C. elegans animals are not affected by the osmolarity of the swimming liquid."	
<http://purl.obolibrary.org/obo/GO_0040004>	"Attaching of a collagen and cuticulin-based cuticle to the epithelium underlying it. An example of this process is found in Caenorhabditis elegans."	
<http://purl.obolibrary.org/obo/GO_1902883>	"Any process that stops, prevents or reduces the frequency, rate or extent of response to oxidative stress."	
<http://purl.obolibrary.org/obo/CHEBI_64769>	"A cationic group that contains carbon."	
<http://purl.obolibrary.org/obo/PATO_0000008>	"A physical quality inhering in a bearer by virtue of the bearer's scalar absolute value of the rate of change of the bearer's position."	
<http://purl.obolibrary.org/obo/GO_0110166>	"Any DNA biosynthetic process that is involved in mitochondrial DNA replication."	
<http://purl.obolibrary.org/obo/CHEBI_24866>	"A salt is an assembly of cations and anions."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002654>	"Muscle cells exhibit an abnormal production of exophers compared to controls."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001362>	"The progressive compaction of dispersed interphase chromatin into threadlike chromosomes prior to mitotic or meiotic nuclear division, or during apoptosis in eukaryotic cells is abolished."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001028>	"The morphological appearance of nuclei differs from control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002492>	"Animals exhibit one or more body wall muscle cells in locations not normally found in controls."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001317>	"The amplitudes of synaptic currents that are elicited by firing an action potential in a population of axons are decreased, compared to those observed in control animals."	
<http://purl.obolibrary.org/obo/GO_0035882>	"The rhythmic process of defecation that consists of an intestinal oscillator which regulates calcium waves. These waves in turn control a stereotypical, three-part pattern of muscle contractions. In some organisms, defecation can recur with a regularity more frequent than every 24 hours. For example, in a well-fed Caenorhabditis elegans, the defecation motor program occurs approximately every 45 seconds, and is temperature- and touch-compensated."	
<http://purl.obolibrary.org/obo/GO_0042303>	"The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000003>	"OBSOLETE."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002200>	"Variations in the progression of the muscles of the adult hermaphrodite oviduct over time from their initial formation to their mature structure compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001796>	"Animals exhibit increased sensitivity to interstrand cross-linking agents, such as HN2 (nitrogen mustard) and CDDP (cisplatin) compared to control. In C. elegans, increased sensitivity to these agents is often observed as a decrease in survival compared to control animals after exposure to the agent."	
<http://purl.obolibrary.org/obo/WBbt_0005671>	"Neuron class of two ciliated neurons with flattened, sheet-like endings that are associated with the sheath cells of the amphid sensilla"	
<http://purl.obolibrary.org/obo/CHEBI_20702>	"Any aminopurine having the amino substituent at the 2-position."	
<http://purl.obolibrary.org/obo/GO_0046929>	"Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of a neurotransmitter."	
<http://purl.obolibrary.org/obo/WBbt_0004778>	"Seam hypodermal cell"	
<http://purl.obolibrary.org/obo/CHEBI_29360>		"Gmelin:322698 Beilstein:5915711"
<http://purl.obolibrary.org/obo/CHEBI_39279>	"A haloalkane that is methane in which one (or more) of the hydrogens have been replaced by a halogen atom/halogen atoms."	
<http://purl.obolibrary.org/obo/PATO_0000770>	"A coordination quality of inhering in a bearer by virtue of the bearer's lacking skillful and effective interaction of movement."	
<http://purl.obolibrary.org/obo/GO_0032887>	"Any process that modulates the frequency, rate or extent of the cell cycle process in which the distance is lengthened between poles of the spindle."	
<http://purl.obolibrary.org/obo/GO_0090615>	"Steps involved in processing precursor RNAs arising from transcription of operons in the mitochondrial genome into mature mRNAs."	
<http://purl.obolibrary.org/obo/CHEBI_36919>		
<http://purl.obolibrary.org/obo/WBPhenotype_0001713>	"Animals exhibit variations in locomotor activity during its light/dark cycle from that observed in control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000058>	"Animals die during late larval development. In C. elegans, this occurs during the L3- L4 larval stages of the life cycle."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002542>	"Cells exhibit specific regions of chromatin (e.g. an integrated array reporter) that localize to different regions within the nucleus, compared to controls."	
<http://purl.obolibrary.org/obo/GO_0030307>	"Any process that activates or increases the frequency, rate, extent or direction of cell growth."	
<http://purl.obolibrary.org/obo/CHEBI_77278>	"An imidazothiazole that is imidazo[2,1-b][1,3]thiazole in which the double bonds at the 2-3 and 5-6 positions have been reduced to single bonds and in which one of the hydrogens at position 6 is replaced by a phenyl group."	"LINCS:LSM-1579"
<http://purl.obolibrary.org/obo/GO_0048261>	"Any process that stops, prevents, or reduces the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002076>	"The process of secretion by a cell that results in the release of intracellular molecules contained within a specialized secretory vesicle that fuses with the plasma membrane during egg activation."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000042>	"The progression through stages between fertilization to hatching are temporally retarded."	
<http://purl.obolibrary.org/obo/CHEBI_37962>	"Any agent that acts on an adrenergic receptor or affects the life cycle of an adrenergic transmitter."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002625>	"Animals exhibit visible, structural degeneration of the head, unlike control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002248>	"Animals exhibit detrimental responses to zinc deficiency more readily than control animals"	
<http://purl.obolibrary.org/obo/CHEBI_33245>	"An organic fundamental parent is a structure used as a basis for substitutive names in organic nomenclature, containing, in addition to one or more hydrogen atoms, a single atom of an element, a number of atoms (alike or different) linked together to form an unbranched chain, a monocyclic or polycyclic ring system, or a ring assembly or ring/chain system."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002186>	"Animals develop pharyngeal muscles from precursor cells that do not normally produce pharyngeal muscles."	
<http://purl.obolibrary.org/obo/GO_0032940>	"The controlled release of a substance by a cell."	"Wikipedia:Secretion"
<http://purl.obolibrary.org/obo/WBPhenotype_0000808>	"The descendants of the K precursor cell exhibit altered developmental programs compared to their counterparts in control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002560>	"Greater quantities of worms burrow into and stay below the surface of the agar when high densities of nematodes are maintained on agar compared to controls (Hodgkin and Doniach, 1997)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002071>	"The length of the animal does not increase to the same extent as observed for control animals, in response to exposure to muscimol."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002134>	"Animals are less successful than controls in evading predators during predator-prey interactions."	
<http://purl.obolibrary.org/obo/CHEBI_59869>	"Zwitterionic form of an L-alpha-amino acid having an anionic carboxy group and a protonated amino group."	
<http://purl.obolibrary.org/obo/GO_0050686>	"Any process that stops, prevents, or reduces the frequency, rate or extent of mRNA processing."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001054>	"Animals fail to exhibit the same taxis behavior as control animals in response to cGMP. In C. elegans, this is characterized by the failure to move towards cGMP."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000590>	"Animals exhibit differences in the number of cell corpses compared to controls at the same developmental life stage."	
<http://purl.obolibrary.org/obo/GO_0048599>	"The process whose specific outcome is the progression of an oocyte over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell."	
<http://purl.obolibrary.org/obo/GO_2000380>	"Any process that modulates the frequency, rate or extent of mesoderm development."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001816>	"Neuromuscular signaling between neurons and egg laying musculature varies from that observed for control animals."	
<http://purl.obolibrary.org/obo/PATO_0001632>	"A spatial quality inhering in a bearer by virtue of the bearer's being located toward the front of an organism relative to another entity."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000751>	"Variations in the progression of a newly hatched animal through the first larval molt compared to control."	
<http://purl.obolibrary.org/obo/GO_0032298>	"Any process that activates or increases the frequency, rate or extent of initiation of DNA-dependent DNA replication."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001018>	"Any variation that disrupts the cytoplasmic division of a cell during embryonic development compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001895>	"Parental chromosomes fail to undergo appropriate mixing upon pronuclear fusion resulting in a zygotic nucleus in which parental genomes remain segregated."	
<http://purl.obolibrary.org/obo/GO_1900180>	"Any process that modulates the frequency, rate or extent of protein localization to nucleus."	
<http://purl.obolibrary.org/obo/CHEBI_36914>		
<http://purl.obolibrary.org/obo/WBls_0000014>	"The C. elegans life stage spanning 210-350min after first cleavage at 20 Centigrade. Proliferate from 421 cells to 560 cells. The stage before the fast cleavage of cells finishes."	
<http://purl.obolibrary.org/obo/PATO_0000051>	"A quality of a single physical entity inhering in the bearer by virtue of the bearer's size or shape or structure."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001209>	"Apparently normal sinusoidal movement, but appear to have poor traction on the agar surface of a culture plate."	
<http://purl.obolibrary.org/obo/CHEBI_58104>	"Trianion of nucleoside triphosphate arising from deprotonation of three of the four free triphosphate OH groups."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000163>	"Larva appear unusually transparent when compared to control."	
<http://purl.obolibrary.org/obo/CHEBI_64766>	"A group that carries an overall positive charge."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002072>	"Animals exhibit variations in any process that involves the maintenance, biosynthesis or accumulation of an internal store of carbohydrates within the organism or cell compared to control."	
<http://purl.obolibrary.org/obo/PATO_0000078>	"A quality of a single process inhering in a bearer by virtue of the bearer's movement or variation characterized by the regular recurrence or alternation of different quantities or conditions."	
<http://purl.obolibrary.org/obo/CHEBI_43474>	"A phosphate ion that is the conjugate base of dihydrogenphosphate."	"PDBeChem:PO4 PDBeChem:PI MolBase:1628 Gmelin:1998"
<http://purl.obolibrary.org/obo/CHEBI_35584>	"A heterobicyclic aromatic organic compound comprising a pyrimidine ring fused to an imidazole ring; the parent compound of the purines."	"MetaCyc:PURINE PMID:12865945 KEGG:C15587 PMID:24088627 HMDB:HMDB0001366"
<http://purl.obolibrary.org/obo/WBPhenotype_0000185>	"Animals exhibit a decreased pace of the programmed cell death pathway, compared to that observed for control cells."	
<http://purl.obolibrary.org/obo/WBbt_0007815>	"somatic (not germline) cell of the hermaphrodite gonad."	
<http://purl.obolibrary.org/obo/WBls_0000027>	"The second stage larva. At 25 Centigrade, it ranges 25.5-32.5 hours after fertilization, 11.5-18.5 hours after hatch."	
<http://purl.obolibrary.org/obo/WBls_0000811>	"A C. elegans life stage that occurs during the fully-elongating embryo life stage"	
<http://purl.obolibrary.org/obo/GO_0048284>	"The creation of a single organelle from two or more organelles."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001763>	"Uptake of subtances from the intestine is altered from that observed in control animals."	
<http://purl.obolibrary.org/obo/CHEBI_51447>		
<http://purl.obolibrary.org/obo/GO_0031570>	"A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes."	
<http://purl.obolibrary.org/obo/CHEBI_36915>		
<http://purl.obolibrary.org/obo/WBPhenotype_0001244>	"Bidirectional movement of large protein complexes (mediated by motor proteins) along microtubules within a cilium or flagellum is completely abolished."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000830>	"The descendants of the B cell (which divides only in the males) exhibit altered developmental programs compared to their counterparts in control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001272>	"Vulval precursor cells inappropriately adopt fates that are normally restricted to other vulval precursor cells compared to control."	
<http://purl.obolibrary.org/obo/CHEBI_38077>	"A compound composed of two or more pyrrole units."	"Beilstein:8538310"
<http://purl.obolibrary.org/obo/WBls_0000018>	"The C. elegans life stage spanning 420-460min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The shape of embryo is elongated and fold back 50%. A stage between comma embryo and 2-fold embryo."	
<http://purl.obolibrary.org/obo/GO_0006979>	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."	
<http://purl.obolibrary.org/obo/PATO_0001433>	"A quality of a single process which describes the growth of an organism, structure, or group of organisms."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001469>	"Any variation in the directed movement of a worm in response to a specific concentration gradient of butanone. In C. elegans, at specific concentrations, butanone is an attractant."	
<http://purl.obolibrary.org/obo/CHEBI_30089>	"A monocarboxylic acid anion resulting from the removal of a proton from the carboxy group of acetic acid."	"PMID:22211106 CAS:71-50-1 Wikipedia:Acetate PMID:22371380 Gmelin:1379 PDBeChem:ACT PMID:17190852 KEGG:C00033 MetaCyc:ACET DrugBank:DB03166 UM-BBD_compID:c0050 Reaxys:1901470 Beilstein:1901470"
<http://purl.obolibrary.org/obo/GO_0031348>	"Any process that stops, prevents, or reduces the frequency, rate or extent of a defense response."	
<http://purl.obolibrary.org/obo/CHEBI_33233>	"A particle not known to have substructure."	
<http://purl.obolibrary.org/obo/CHEBI_51446>		
<http://purl.obolibrary.org/obo/WBPhenotype_0000304>	"Failure to execute the characteristic response to isoamyl alcohol as defined by control animals. In C.elegans isoamyl alcohol is typically attractive."	
<http://purl.obolibrary.org/obo/GO_0000281>	"A cell cycle process that results in the division of the cytoplasm of a cell after mitosis, resulting in the separation of the original cell into two daughter cells."	
<http://purl.obolibrary.org/obo/CHEBI_55374>	"An oxazolidine containing one or more oxo groups."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001262>	"The developmental progression of the egg-laying organ of female and hermaphrodite nematodes is halted prior to the formation of the mature structure."	
<http://purl.obolibrary.org/obo/GO_0051293>	"The directed movement of the spindle to a specific location in the cell."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001007>	"Unclassified abnormality in the inviable one- to four-cell embryo."	
<http://purl.obolibrary.org/obo/GO_1904358>	"Any process that activates or increases the frequency, rate or extent of telomere maintenance via telomere lengthening."	
